,PCA1,PCA2,predicted_clusters,title,authors,thumbnail
811,-0.6222119182578042,0.09295938811393671,0,Ten Short Stories,Roald Dahl,http://books.google.com/books/content?id=kOaGGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
812,0.008616036431506865,-0.05673623453260322,0,Chocolat,Joanne Harris,http://books.google.com/books/content?id=Shqhw6PEXY0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
813,-0.3123966014607755,-0.3835671672390315,0,Bridget Jones's Diary,Helen Fielding,http://books.google.com/books/content?id=LtNSdRFFRbAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
814,1.2553972032974003,0.5605930977553626,0,Sammlung,William Shakespeare,http://books.google.com/books/content?id=qOVvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
815,0.2149657888465802,0.05026882151356733,0,In the Heart of the Sea,Nathaniel Philbrick,http://books.google.com/books/content?id=EaqOURNUL88C&printsec=frontcover&img=1&zoom=1&source=gbs_api
816,-0.23978315340708053,-0.19170961496920633,0,Door Wide Open,Jack Kerouac,http://books.google.com/books/content?id=O0NaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
817,-1.6878606992904552,-0.4989835206619443,0,Moonraker,Ian Fleming,http://books.google.com/books/content?id=uHKmcQZ4lxAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
818,-0.3444690738619556,0.18447328321451947,0,How to Build a Time Machine,Paul Davies,http://books.google.com/books/content?id=C1Wx4bkPyM0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
819,-0.40773056157036164,-0.2953918981218385,0,Stiff,Mary Roach,http://books.google.com/books/content?id=X157PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
820,-0.4426336332699288,-0.196121906536794,0,Under The Duvet,Marian Keyes,http://books.google.com/books/content?id=W9p21K45kkwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
821,-0.22994727146313182,-1.0157421142813705,0,Golden Buddha,Clive Cussler;Craig Dirgo,http://books.google.com/books/content?id=NXNoVOa9IBoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
822,-0.1074494283754986,0.5226941788382556,0,Jamie's Kitchen,Jamie Oliver,http://books.google.com/books/content?id=WG3SNQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
